Kurzweil	K2000	Programs -> DRUMS	38 Stereo Drum Kit	
Kurzweil	K2000	Programs -> DRUMS	39 Studio Kit	
Kurzweil	K2000	Programs -> DRUMS	40 Punchy Drums	
Kurzweil	K2000	Programs -> DRUMS	41 Reflection Kit	
Kurzweil	K2000	Programs -> DRUMS	42 West Room Kit	
Kurzweil	K2000	Programs -> DRUMS	43 Rock Kit	
Kurzweil	K2000	Programs -> DRUMS	44 Synth Kit	
Kurzweil	K2000	Programs -> DRUMS	45 Street Drums	
Kurzweil	K2000	Programs -> DRUMS	46 Rock Quartet	
Kurzweil	K2000	Programs -> PERC	47 5 8ve Percussion	
Kurzweil	K2000	Programs -> PERC	48 Dyn Percussion	
Kurzweil	K2000	Programs -> PERC	49 GlockBarSmash	
Kurzweil	K2000	Programs -> PERC	50 Bell Tree	
Kurzweil	K2000	Programs -> PERC	51 Orch Hit	
Kurzweil	K2000	Programs -> BASS	52 Dual Bass	
Kurzweil	K2000	Programs -> BASS	53 Fretless Bass	
Kurzweil	K2000	Programs -> BASS	54 Finger Bass	
Kurzweil	K2000	Programs -> BASS	55 Half Wound Bass	
Kurzweil	K2000	Programs -> BASS	56 Funk Me Bass	
Kurzweil	K2000	Programs -> BASS	57 Too Bad Bass	
Kurzweil	K2000	Programs -> BASS	58 Pop Attack Bass	
Kurzweil	K2000	Programs -> BASS	59 Hammer Bass	
Kurzweil	K2000	Programs -> BASS	60 Big Mono Bass	
Kurzweil	K2000	Programs -> BASS	61 ATK Bass	
Kurzweil	K2000	Programs -> BASS	62 WonderSynth Bass	
Kurzweil	K2000	Programs -> BASS	63 SynBass Lead Prs	
Kurzweil	K2000	Programs -> GUITAR	64 Crank It Up	
Kurzweil	K2000	Programs -> GUITAR	65 Raunchy Lead	
Kurzweil	K2000	Programs -> GUITAR	66 Soon	
Kurzweil	K2000	Programs -> GUITAR	67 Guitar Mutes	
Kurzweil	K2000	Programs -> GUITAR	68 Muitar	
Kurzweil	K2000	Programs -> GUITAR	69 Clean Lead Gtr	
Kurzweil	K2000	Programs -> GUITAR	70 Flanged Elec Guitar	
Kurzweil	K2000	Programs -> GUITAR	71 Steel Str Guitar	
Kurzweil	K2000	Programs -> GUITAR	72 Acous 12 String	
Kurzweil	K2000	Programs -> GUITAR	73 12 Str w/Leslie	
Kurzweil	K2000	Programs -> GUITAR	74 nylon /harmonics	
Kurzweil	K2000	Programs -> GUITAR	75 Kotolin	
Kurzweil	K2000	Programs -> GUITAR	76 Sitar	
Kurzweil	K2000	Programs -> GUITAR	77 Guitar/Flute/Str	
Kurzweil	K2000	Programs -> ORGAN	78 Perc Organ	
Kurzweil	K2000	Programs -> ORGAN	79 Ballad Organ	
Kurzweil	K2000	Programs -> ORGAN	80 Gospel Organ	
Kurzweil	K2000	Programs -> ORGAN	81 Synth Organ	
Kurzweil	K2000	Programs -> ORGAN	82 Clavinet	
Kurzweil	K2000	Programs -> ORGAN	83 DX Clav	
Kurzweil	K2000	Programs -> ORGAN	84 Stereo Vibes	
Kurzweil	K2000	Programs -> ORGAN	85 Wood Bars	
Kurzweil	K2000	Programs -> ORGAN	86 Conga Mallet	
Kurzweil	K2000	Programs -> ORGAN	87 Voice Marimba	
Kurzweil	K2000	Programs -> LEAD	88 DigThat DC Lead	
Kurzweil	K2000	Programs -> LEAD	89 Hard Sync Lead	
Kurzweil	K2000	Programs -> LEAD	90 Prs Mello Lead	
Kurzweil	K2000	Programs -> LEAD	91 Clock S&H Lead	
Kurzweil	K2000	Programs -> LEAD	92 Lonely Fifths	
Kurzweil	K2000	Programs -> LEAD	93 Fat Fifths	
Kurzweil	K2000	Programs -> STRINGS	94 String Orchestra	
Kurzweil	K2000	Programs -> STRINGS	95 Touch StringOrch	
Kurzweil	K2000	Programs -> STRINGS	96 Inigma Strings	
Kurzweil	K2000	Programs -> STRINGS	97 Voice+String Pad	
Kurzweil	K2000	Programs -> STRINGS	98 Slo Solo Strings	
Kurzweil	K2000	Programs -> STRINGS	99 Elec Violin	
Kurzweil	K2000	Programs -> STRINGS	100 Synth String Ens	
Kurzweil	K2000	Programs -> STRINGS	101 Pseudo Ensemble	
Kurzweil	K2000	Programs -> STRINGS	102 Orchestra	
Kurzweil	K2000	Programs -> SECTIONS	103 Toto Brass	
Kurzweil	K2000	Programs -> SECTIONS	104 Brass Fanfare	
Kurzweil	K2000	Programs -> SECTIONS	105 Big Band Section	
Kurzweil	K2000	Programs -> SECTIONS	106 Hip Brass	
Kurzweil	K2000	Programs -> SAX	107 Synth Soft Alto	
Kurzweil	K2000	Programs -> SAX	108 Res Wheel Sax	
Kurzweil	K2000	Programs -> SAX	109 Tenor Saxophone	
Kurzweil	K2000	Programs -> SAX	110 Pseudo Bari	
Kurzweil	K2000	Programs -> BRASS	111 Solo Trumpet	
Kurzweil	K2000	Programs -> BRASS	112 Miles Unmuted	
Kurzweil	K2000	Programs -> BRASS	113 20's Trumpet	
Kurzweil	K2000	Programs -> BRASS	114 Trombone	
Kurzweil	K2000	Programs -> BRASS	115 Tuba	
Kurzweil	K2000	Programs -> FLUTE	116 Solo Flute	
Kurzweil	K2000	Programs -> FLUTE	117 VeloJazz Flute	
Kurzweil	K2000	Programs -> FLUTE	118 PiccoloMono	
Kurzweil	K2000	Programs -> FLUTE	119 Toot Attack	
Kurzweil	K2000	Programs -> VOICE	120 Warm Choir	
Kurzweil	K2000	Programs -> VOICE	121 CathedralVoice	
Kurzweil	K2000	Programs -> VOICE	122 Star Voisses	
Kurzweil	K2000	Programs -> VOICE	123 Shaping Voices	
Kurzweil	K2000	Programs -> VOICE	124 Low World Vox	
Kurzweil	K2000	Programs -> VOICE	125 Vocal Aire	
Kurzweil	K2000	Programs -> VOICE	126 Air Vox	
Kurzweil	K2000	Programs -> ANALOG	127 Orchestral Pad	
Kurzweil	K2000	Programs -> ANALOG	128 Poly Analog 5th	
Kurzweil	K2000	Programs -> ANALOG	129 7th World String	
Kurzweil	K2000	Programs -> ANALOG	130 Filtara	
Kurzweil	K2000	Programs -> ANALOG	131 Sweep SynOrch	
Kurzweil	K2000	Programs -> ANALOG	132 Phaze Sweep	
Kurzweil	K2000	Programs -> ANALOG	133 12 Little Osc's!	
Kurzweil	K2000	Programs -> ANALOG	134 Poly Touch	
Kurzweil	K2000	Programs -> ANALOG	135 DualOsc Synbrass	
Kurzweil	K2000	Programs -> ANALOG	136 AM Square Synth	
Kurzweil	K2000	Programs -> ANALOG	137 Gabrielle Keys	
Kurzweil	K2000	Programs -> ANALOG	138 Analog Brass	
Kurzweil	K2000	Programs -> ANALOG	139 Comping Synth	
Kurzweil	K2000	Programs -> ANALOG	140 Resonator	
Kurzweil	K2000	Programs -> ANALOG	141 Stereo Sweeps	
Kurzweil	K2000	Programs -> ANALOG	142 Punchy Poly	
Kurzweil	K2000	Programs -> ANALOG	143 PWM Strings	
Kurzweil	K2000	Programs -> ANALOG	144 Fat Analog Brass	
Kurzweil	K2000	Programs -> ANALOG	145 2000 Odyssey	
Kurzweil	K2000	Programs -> ANALOG	146 Analogue	
Kurzweil	K2000	Programs -> ANALOG	147 Hybrid Sweep	
Kurzweil	K2000	Programs -> ANALOG	148 Oh Bee!!!	
Kurzweil	K2000	Programs -> ANALOG	149 70's Poly Synth	
Kurzweil	K2000	Programs -> ANALOG	150 Pulsar	
Kurzweil	K2000	Programs -> DIGITAL	151 Operators	
Kurzweil	K2000	Programs -> DIGITAL	152 Digi-Bells	
Kurzweil	K2000	Programs -> DIGITAL	153 Digi-Lite	
Kurzweil	K2000	Programs -> DIGITAL	154 GentleBellChior	
Kurzweil	K2000	Programs -> DIGITAL	155 Tinklebell	
Kurzweil	K2000	Programs -> DIGITAL	156 Metallic Death	
Kurzweil	K2000	Programs -> DIGITAL	157 Breathy Synth	
Kurzweil	K2000	Programs -> DIGITAL	158 Heavee Metal	
Kurzweil	K2000	Programs -> DIGITAL	159 NU Age Pick	
Kurzweil	K2000	Programs -> DIGITAL	160 Flauta	
Kurzweil	K2000	Programs -> DIGITAL	161 Vectoring 2	
Kurzweil	K2000	Programs -> DIGITAL	162 Shimmerling	
Kurzweil	K2000	Programs -> DIGITAL	163 Outside L/A	
Kurzweil	K2000	Programs -> DIGITAL	164 Newage	
Kurzweil	K2000	Programs -> DIGITAL	165 Chorusar	
Kurzweil	K2000	Programs -> DIGITAL	166 Utopian Comp	
Kurzweil	K2000	Programs -> DIGITAL	167 Duality	
Kurzweil	K2000	Programs -> DIGITAL	168 Synharp	
Kurzweil	K2000	Programs -> DIGITAL	169 Velveteen	
Kurzweil	K2000	Programs -> DIGITAL	170 Deep Atmospheres	
Kurzweil	K2000	Programs -> DIGITAL	171 West Bombay	
Kurzweil	K2000	Programs -> DIGITAL	172 Cymbal Pad	
Kurzweil	K2000	Programs -> DIGITAL	173 Digialog	
Kurzweil	K2000	Programs -> DIGITAL	174 Bella Voce	
Kurzweil	K2000	Programs -> DIGITAL	175 Ice Expansion	
Kurzweil	K2000	Programs -> DIGITAL	176 Guitar/Flute/Str	(This patch is listed twice in the ROM)
Kurzweil	K2000	Programs -> DIGITAL	177 Belle Orchestra	
Kurzweil	K2000	Programs -> DIGITAL	178 Tine Sine	
Kurzweil	K2000	Programs -> DIGITAL	179 Angel Pad	
Kurzweil	K2000	Programs -> DIGITAL	180 Mallet Chorus	
Kurzweil	K2000	Programs -> DIGITAL	181 Mod Lag City	
Kurzweil	K2000	Programs -> DIGITAL	182 Bells	
Kurzweil	K2000	Programs -> DIGITAL	183 Warm Bell	
Kurzweil	K2000	Programs -> DIGITAL	184 Glass Harmonica	
Kurzweil	K2000	Programs -> DIGITAL	185 Dreamy Keys	
Kurzweil	K2000	Programs -> DIGITAL	186 Digital Poly	
Kurzweil	K2000	Programs -> DIGITAL	187 Digital Stack	
Kurzweil	K2000	Programs -> DIGITAL	188 New Age Wood	
Kurzweil	K2000	Programs -> FILM FX	189 Suspence	
Kurzweil	K2000	Programs -> FILM FX	190 DeathToTheVoices	
Kurzweil	K2000	Programs -> FILM FX	191 Control Formants	
Kurzweil	K2000	Programs -> FILM FX	192 Auto Percussion	
Kurzweil	K2000	Programs -> FILM FX	193 Qnirp	
Kurzweil	K2000	Programs -> FILM FX	194 RainforestCrunch	
Kurzweil	K2000	Programs -> FILM FX	195 Riding The Rails	
Kurzweil	K2000	Programs -> FILM FX	196 Industry	
Kurzweil	K2000	Programs -> FILM FX	197 2000 X	
Kurzweil	K2000	Programs	198 Click	
Kurzweil	K2000	Programs	199 Default Program	
